product_id,product_name,price,vendor,product_type,tags,availability,number_of_variants,image_url,product_url
1076320792,Móc Khóa Helio Gương Mặt Trời Màu Nâu Lợt BAKG00300NAL,115000,Helio,Khác,"26AU,Phukien,new,Phụ kiện nam,NAM,BÉ GÁI,kho:online,Phụ kiện,BÉ TRAI,Phụ kiện trẻ em,TRẺ EM,Phụ kiện nữ,NỮ",Available,1,https://cdn.hstatic.net/products/1000230642/bakg00300nal__2__2150e8a469e040eda18dcb6bcc756cf3.jpg,https://bitis.com.vn/products/moc-khoa-helio-guong-mat-troi-mau-nau-lot-bakg00300nal
1076248650,Giày Sandal Bé Trai Biti's Màu Xanh Dương Đậm BEB009100XDD,340000,Biti's,Sandal Thông Dụng,"26AU,kho:online,Sandal,Giày dép trẻ em,BÉ TRAI,Giày trẻ em,P_10/09/2026,Sandal trẻ em,PreOrder,Giày dép,Giày,new,TRẺ EM",Available,8,https://cdn.hstatic.net/products/1000230642/beb009100xdd__1__16d14bf47ddf4d4194244f3917b460cc.jpg,https://bitis.com.vn/products/giay-sandal-be-trai-biti-s-mau-xanh-duong-dam-beb009100xdd
1076248476,Giày Sandal Bé Trai Biti's Màu Đen BEB009100DEN,340000,Biti's,Sandal Thông Dụng,"P_10/09/2026,new,Giày dép,TRẺ EM,PreOrder,BÉ TRAI,26AU,kho:online,Giày trẻ em,Sandal,Giày,Giày dép trẻ em,Sandal trẻ em",Available,8,https://cdn.hstatic.net/products/1000230642/beb009100den__1__94309c4250574adea547206a704d4847.jpg,https://bitis.com.vn/products/giay-sandal-be-trai-biti-s-mau-den-beb009100den
1076244592,Giày Pickleball Nữ Biti's Hunter Vector Màu Trắng HSW015700TRG,900000,HUNTER,Giày Thể Thao,"kho:online,26AU,Giày Hunter,new,Hunter Vector,Giày dép nữ,NỮ,spnoibat,Giày nữ,Giày dép Hunter",Available,5,https://cdn.hstatic.net/products/1000230642/hsw015700trg__1__a668bceaaa1a45bf843d9b7a19c36134.jpg,https://bitis.com.vn/products/giay-pickleball-nu-biti-s-hunter-vector-mau-trang-hsw015700trg
1076244584,Giày Pickleball Nữ Biti's Hunter Vector Màu Bạc HSW015700BAC,900000,HUNTER,Giày Thể Thao,"26AU,spnoibat,kho:online,Hunter Vector,Giày dép nữ,NỮ,new,Giày nữ,Giày dép Hunter,Giày Hunter,Đã bán:199",Available,5,https://cdn.hstatic.net/products/1000230642/hsw015700bac__3__cc92c4bf51a84584a00a5e4c8ba12231.jpg,https://bitis.com.vn/products/giay-pickleball-nu-biti-s-hunter-vector-mau-bac-hsw015700bac
1076244338,Giày Pickleball Nam Biti's Hunter Vector Màu Xám HSM015700XAM,930000,HUNTER,Giày Thể Thao,"Giày Hunter,spnoibat,NAM,Giày nam,Giày,Giày dép nam,Giày dép Hunter,Hunter Vector,new,26AU,Giày dép,kho:online,Giày Thể Thao",Available,6,https://cdn.hstatic.net/products/1000230642/hsm015700xam__2__cd2f3f5e612349cea710c8a0aca1eed7.jpg,https://bitis.com.vn/products/giay-pickleball-nam-biti-s-hunter-vector-mau-xam-hsm015700xam
1076244264,Giày Pickleball Nam Biti's Hunter Vector Màu Trắng HSM015700TRG,930000,HUNTER,Giày Thể Thao,"kho:online,Giày dép,Giày dép nam,Giày Thể Thao,Giày,NAM,new,Giày nam,spnoibat,Hunter Vector,26AU,Giày dép Hunter,Giày Hunter",Available,6,https://cdn.hstatic.net/products/1000230642/hsm015700trg__6__1a5d6c3a5fc04bf88370212086577d1c.jpg,https://bitis.com.vn/products/giay-pickleball-nam-biti-s-hunter-vector-mau-trang-hsm015700trg
1076244150,Giày Pickleball Nam Biti's Hunter Vector Màu Bạc HSM015700BAC,930000,HUNTER,Giày Thể Thao,"kho:online,Giày Thể Thao,Giày nam,Giày dép Hunter,Giày dép,Giày dép nam,Giày Hunter,26AU,Giày,Hunter Vector,new,spnoibat,NAM",Available,6,https://cdn.hstatic.net/products/1000230642/hsm015700bac__3__fcc80837efd64b4fa48b72e627145fc9.jpg,https://bitis.com.vn/products/giay-pickleball-nam-biti-s-hunter-vector-bac-hsm015700bac
1076243975,Giày Sandal Nữ Biti's Hunter Shift Màu Xanh Dương Lợt HEW002400XDL,575000,HUNTER,Sandal Thông Dụng,"Giày dép nữ,Giày nữ,Sandalnu,kho:online,Sandal,NỮ,new,SHIFT,spnoibat,Sandal Dép Hunter,Sandal Thông Dụng,26AU",Available,5,https://cdn.hstatic.net/products/1000230642/hew002400xdl__3__621eef38b5ac423a83b37f450483f629.jpg,https://bitis.com.vn/products/giay-sandal-nu-biti-s-hunter-shift-mau-xanh-duong-lot-hew002400xdl
1076243972,Giày Sandal Nữ Biti's Hunter Shift Màu Hồng HEW002400HOG,575000,HUNTER,Sandal Thông Dụng,"Sandalnu,NỮ,Giày dép nữ,new,Sandal Thông Dụng,Sandal Dép Hunter,SHIFT,Sandal,Giày nữ,spnoibat,kho:online,26AU",Available,5,https://cdn.hstatic.net/products/1000230642/hew002400hog__3__6a2d8cfe3343484090edd0e2595f10fe.jpg,https://bitis.com.vn/products/giay-sandal-nu-biti-s-hunter-shift-mau-hong-hew002400hog
1076241016,Giày Sandal Nam Biti's Hunter Shift Màu Nâu HEM002400NAU,595000,HUNTER,Sandal Thông Dụng,"SHIFT,NAM,kho:online,spnoibat,Sandal,Sandal Thông Dụng,Giày dép nam,26AU,Sandal Dép Hunter,new",Available,6,https://cdn.hstatic.net/products/1000230642/hem002400nau__2__cc8034989a0244fbb537708ff92ed547.jpg,https://bitis.com.vn/products/giay-sandal-nam-biti-s-hunter-shift-mau-nau-hem002400nau
1076240839,Giày Sandal Nam Biti's Hunter Shift Màu Xanh Lá Cây HEM002400XLC,595000,HUNTER,Sandal Thông Dụng,"spnoibat,Giày dép nam,Sandal Thông Dụng,Sandal Dép Hunter,26AU,Sandal,NAM,kho:online,SHIFT,new",Available,6,https://cdn.hstatic.net/products/1000230642/hem002400xlc__7__7afcc81cfd7f4c2797b0aafaa56fc8a8.jpg,https://bitis.com.vn/products/giay-sandal-nam-biti-s-hunter-shift-mau-xanh-la-cay-hem002400xlc
1076240785,Giày Sandal Nam Biti's Hunter Shift Màu Xanh Dương HEM002400XDG,595000,HUNTER,Sandal Thông Dụng,"NAM,Sandal Thông Dụng,new,SHIFT,Sandal,kho:online,Giày dép nam,Sandal Dép Hunter,spnoibat,26AU",Available,6,https://cdn.hstatic.net/products/1000230642/hem002400xdg__3__12eb521c404b40e784c2e58eda7949d2.jpg,https://bitis.com.vn/products/giay-sandal-nam-biti-s-hunter-shift-mau-xanh-duong-hem002400xdg
1076240771,Giày Sandal Nam Biti's Hunter Shift Màu Đen HEM002400DEN,595000,HUNTER,Sandal Thông Dụng,"kho:online,Sandal,NAM,26AU,Sandal Dép Hunter,SHIFT,Sandal Thông Dụng,new,spnoibat,Giày dép nam",Available,6,https://cdn.hstatic.net/products/1000230642/hem002400den__2__4528221aa3cf4faa8c8542a9ee44df9d.jpg,https://bitis.com.vn/products/giay-sandal-nam-biti-s-hunter-shift-mau-den-hem002400den
1076236878,Gấu Bông Thanh Long Ngồi Biti's Màu Xanh BAAU00100XMN,195000,Biti's,Khác,"Phukien,kho:online,Phụ kiện,BÉ GÁI,26AU,Phụ kiện trẻ em,TRẺ EM,BÉ TRAI",Available,1,https://cdn.hstatic.net/products/1000230642/baau00100xmn__4__b110cd3ae7054337b0398b78c2bec5fe.jpg,https://bitis.com.vn/products/gau-bong-thanh-long-ngoi-biti-s-mau-xanh-baau00100xmn
1076217582,Túi Đeo Bé Gái Biti's Disney Màu Hồng BBSG00697HOG,265000,Biti's,Túi Đeo,"Phụ kiện,26AU,Phukien,Disney,kho:online,Phụ kiện trẻ em,BÉ GÁI,TRẺ EM",Available,1,https://cdn.hstatic.net/products/1000230642/bbsg00697hog__3__000932a7eb054c33936e154ba5a8138e.jpg,https://bitis.com.vn/products/tui-deo-be-gai-biti-s-disney-mau-hong-bbsg00697hog
1076216731,Túi Đeo Đựng Bình Nước Biti's Màu Tím BBSU00100TIM,69000,Biti's,Túi Đeo,"NỮ,Phụ kiện,new,26AU,Phụ kiện nữ,kho:online,Phukien",Available,1,https://cdn.hstatic.net/products/1000230642/bbsu00100tim__4__e3d2c2a019a541a88dd0c88251d6f9b3.jpg,https://bitis.com.vn/products/tui-deo-dung-binh-nuoc-biti-s-mau-tim-bbsu00100tim
1076216654,Túi Đeo Đựng Bình Nước Biti's Màu Hồng BBSU00100HOG,69000,Biti's,Túi Đeo,"Phụ kiện nữ,26AU,new,Phụ kiện,kho:online,Phukien,NỮ",Available,1,https://cdn.hstatic.net/products/1000230642/bbsu00100hog__4__adaf53b3502249c68a4d4352440f0f55.jpg,https://bitis.com.vn/products/tui-deo-dung-binh-nuoc-biti-s-mau-hong-bbsu00100hog
1076216464,Túi Đeo Đựng Bình Nước Biti's Màu Đen BBSU00100DEN,69000,Biti's,Túi Đeo,"Phụ kiện,NAM,new,NỮ,Phụ kiện nữ,Phukien,Phụ kiện nam,kho:online,26AU",Available,1,https://cdn.hstatic.net/products/1000230642/bbsu00100den__4__425231f5b60e45eda3d7b6936e0dfb64.jpg,https://bitis.com.vn/products/tui-deo-dung-binh-nuoc-biti-s-mau-den-bbsu00100den
1076215155,Giày Thể Thao Nam Biti's Hunter Màu Xám HSM012500XAM,1025000,HUNTER,Giày Thể Thao,"Giày Hunter,kho:online,Giày dép nam,Giày dép,Giày Thể Thao,NAM,Hunter Nam,Giày,25DE,Giày dép Hunter,new,Giày nam",Available,6,https://cdn.hstatic.net/products/1000230642/hsm012500xam__3__48e5d6ea0de44bb89801f257f9e23efc.jpg,https://bitis.com.vn/products/giay-the-thao-nam-biti-s-hunter-mau-xam-hsm012500xam
1076215109,Giày Thể Thao Nam Biti's Hunter Màu Đen HSM012500DEN,1025000,HUNTER,Giày Thể Thao,"kho:online,Giày dép nam,new,Giày dép Hunter,Giày nam,Giày dép,Hunter Nam,Giày Hunter,25DE,Giày Thể Thao,NAM,Giày",Available,6,https://cdn.hstatic.net/products/1000230642/hsm012500den__2__8bf3277e21f84b6e9805d369bc62c859.jpg,https://bitis.com.vn/products/giay-the-thao-nam-biti-s-hunter-mau-den-hsm012500den
1076209812,Dép Nam Biti's Nomad Màu Kem BEM005600KEM,240000,Biti's,Dép Thông Dụng,"Dép nam,26AU,kho:online,Giày dép,spnoibat,Nomad,new,Dép,Giày dép nam,NAM",Available,7,https://cdn.hstatic.net/products/1000230642/bem005600kem__3__e8ffe19f58c74c6ebaae76ce14680a5a.jpg,https://bitis.com.vn/products/dep-nam-biti-s-nomad-mau-kem-bem005600kem
1076208843,Dép Biti's Nữ Màu Xanh Lá Cây BEW003000XLC,115000,Biti's,Dép Thông Dụng,"new,Giày dép,Giày dép nữ,kho:online,Dép nữ,Depnu,26AU,Dép,NỮ",Available,6,https://cdn.hstatic.net/products/1000230642/bew003000xlc__3__4e2f06592e7f4d6484779eeed8e86861.jpg,https://bitis.com.vn/products/dep-biti-s-nu-mau-xanh-la-cay-bew003000xlc
1076208769,Dép Nam Biti's Gent Màu Nâu Đậm BRM004100NAD,395000,Biti's,Dép Thông Dụng,"26AU,kho:online,spnoibat,Gent,Giày dép nam,NAM,new,Dép nam",Available,6,https://cdn.hstatic.net/products/1000230642/brm004100nad__2__bb2a090bb27f48a3a8fb8fdd7c63ed20.jpg,https://bitis.com.vn/products/dep-nam-biti-s-gent-mau-nau-dam-brm004100nad
1076208744,Dép Nam Biti's Gent Màu Đen BRM004100DEN,395000,Biti's,Dép Thông Dụng,"spnoibat,kho:online,Dép nam,Gent,new,26AU,NAM,Giày dép nam",Available,6,https://cdn.hstatic.net/products/1000230642/brm004100den__3__aab49ef9edf84caf9f4b7ba1a476145d.jpg,https://bitis.com.vn/products/dep-nam-biti-s-gent-mau-den-brm004100den
1076208634,Giày Tập Đi Trẻ Em Biti's Mầm Màu Hồng BSB010400HOG,260000,Biti's,Giày Tập Đi,"kho:online,Giày trẻ em,BÉ TRAI,Giày dép trẻ em,Giày,26AU,BSTMam,new,TRẺ EM,BÉ GÁI",Available,3,https://cdn.hstatic.net/products/1000230642/bsb010400hog__4__0f4c4e1afbfb4d59a105487d42a665f0.jpg,https://bitis.com.vn/products/giay-tap-di-tre-em-biti-s-mam-mau-hong-bsb010400hog
1076208629,Giày Tập Đi Trẻ Em Biti's Mầm Màu Đỏ BSB010400DOO,260000,Biti's,Giày Tập Đi,"Giày dép trẻ em,BÉ GÁI,BÉ TRAI,kho:online,26AU,new,BSTMam,TRẺ EM,Giày,Giày trẻ em",Available,3,https://cdn.hstatic.net/products/1000230642/bsb010400doo__6__0b289400620846b88344d0b48cd57e0f.jpg,https://bitis.com.vn/products/giay-tap-di-tre-em-biti-s-mam-mau-do-bsb010400doo
1076207602,Giày Tập Đi Trẻ Em Biti's Mầm Màu Nâu BSB010500NAU,429000,Biti's,Giày Tập Đi,"BSTMam,Giày dép trẻ em,TRẺ EM,Giày trẻ em,new,kho:online,26AU,BÉ TRAI,BÉ GÁI,spnoibat",Available,3,https://cdn.hstatic.net/products/1000230642/bsb010500nau__2__b35fbfc1de194329a67996059eb77531.jpg,https://bitis.com.vn/products/giay-tap-di-tre-em-biti-s-mam-mau-nau-bsb010500nau
1076207581,Giày Tập Đi Trẻ Em Biti's Mầm Màu Hồng BSB010500HOG,429000,Biti's,Giày Tập Đi,"BSTMam,BÉ TRAI,new,TRẺ EM,BÉ GÁI,Giày trẻ em,26AU,kho:online,Giày dép trẻ em,spnoibat",Available,3,https://cdn.hstatic.net/products/1000230642/bsb010500hog__2__e563c97c78594c43b1e59810e4a82ae4.jpg,https://bitis.com.vn/products/giay-tap-di-tre-em-biti-s-mam-mau-hong-bsb010500hog
1076205537,Giày Thể Thao Trẻ Em Biti's Cool Màu Xám BSB011700XAM,465000,Biti's,Giày Thể Thao,"new,BÉ TRAI,Giày,kho:online,Giày dép,spnoibat,Cool,Giày dép trẻ em,BÉ GÁI,26AU,TRẺ EM,Giày trẻ em",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011700xam__3__e45811e8bc534600828b59c4ba258e5d.jpg,https://bitis.com.vn/products/giay-the-thao-tre-em-biti-s-cool-mau-xam-bsb011700xam
1076205489,Giày Thể Thao Trẻ Em Biti's Cool Màu Kem BSB011700KEM,465000,Biti's,Giày Thể Thao,"kho:online,BÉ TRAI,Giày dép trẻ em,spnoibat,26AU,Cool,BÉ GÁI,Giày dép,Giày,Giày trẻ em,TRẺ EM,new",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011700kem__4__513ccc68e55949c7847a90462b217a25.jpg,https://bitis.com.vn/products/giay-the-thao-tre-em-biti-s-cool-mau-kem-bsb011700kem
1076205455,Giày Thể Thao Trẻ Em Biti's Cool Màu Đen BSB011700DEN,465000,Biti's,Giày Thể Thao,"kho:online,Giày dép,BÉ GÁI,BÉ TRAI,TRẺ EM,Giày dép trẻ em,new,Giày trẻ em,Cool,Giày,26AU,spnoibat",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011700den__4__fddb6b35fa70435a9c9f4def2354e92a.jpg,https://bitis.com.vn/products/giay-the-thao-tre-em-biti-s-cool-mau-den-bsb011700den
1076205265,Giày Thể Thao Nữ Biti's Êmbrace Màu Tím BSW006400TIM,620000,Êmbrace,Giày Thể Thao,"NỮ,26AU,kho:online,new,Giày nữ,Giày dép nữ",Available,6,https://cdn.hstatic.net/products/1000230642/bsw006400tim__3__5ffad35e845d451eb7f16627801f359f.jpg,https://bitis.com.vn/products/giay-the-thao-nu-biti-s-embrace-mau-tim-bsw006400tim
1076205261,Giày Thể Thao Nữ Biti's Êmbrace Màu Đen Full BSW006400DEF,620000,Êmbrace,Giày Thể Thao,"NỮ,Giày nữ,new,kho:online,26AU,Giày dép nữ",Available,6,https://cdn.hstatic.net/products/1000230642/bsw006400def__3__d1c4f50d32cc47a1ac05fcb07901bae4.jpg,https://bitis.com.vn/products/giay-the-thao-nu-biti-s-embrace-mau-den-full-bsw006400def
1076204596,Sandal Tập Đi Trẻ Em Biti's Mầm Màu Hồng BTB002100HOG,199000,Biti's,Sandal Tập Đi,"kho:online,BÉ GÁI,Giày dép trẻ em,BÉ TRAI,TRẺ EM,Sandal trẻ em,Giày trẻ em,new,26AU,BSTMam,spnoibat",Available,3,https://cdn.hstatic.net/products/1000230642/btb002100hog__2__956866d500984ec39e9eb7c945931c30.jpg,https://bitis.com.vn/products/sandal-tap-di-tre-em-biti-s-mam-mau-hong-btb002100hog
1076204440,Sandal Tập Đi Trẻ Em Biti's Mầm Màu Đỏ BTB002100DOO,199000,Biti's,Sandal Tập Đi,"Giày trẻ em,BÉ TRAI,new,kho:online,26AU,Sandal trẻ em,BÉ GÁI,TRẺ EM,Giày dép trẻ em,BSTMam,spnoibat",Available,3,https://cdn.hstatic.net/products/1000230642/0432_da8032b1cc1e46f2b1e964c5ab82fccb.jpg,https://bitis.com.vn/products/sandal-tap-di-tre-em-biti-s-mam-mau-do-btb002100doo
1076203761,Giày Thể Thao Nam Biti's Hunter Neo Màu Rêu HSM016001REU,850000,HUNTER,Giày Thể Thao,"Giày dép nam,Giày dép Hunter,Giày nam,spnoibat,new,kho:online,NAM,Hunter Street,Hunter Nam,Hunter,Hunter Neo,Giày Hunter,26AU",Available,6,https://cdn.hstatic.net/products/1000230642/hsm016001reu__4__56a925c44c6e4fbfa8a3c15fdeb24344.jpg,https://bitis.com.vn/products/giay-the-thao-nam-biti-s-hunter-neo-mau-reu-hsm016001reu
1076201510,Giày Thể Thao Nam Biti's Hunter Neo Màu Nâu HSM016001NAU,850000,HUNTER,Giày Thể Thao,"spnoibat,Giày dép nam,Giày nam,26AU,NAM,kho:online,Hunter Nam,Hunter,Giày Hunter,new,Hunter Neo,Hunter Street,Giày dép Hunter",Available,6,https://cdn.hstatic.net/products/1000230642/hsm016001nau__5__27920d6a6c534e2ba7474ef9356c306c.jpg,https://bitis.com.vn/products/giay-the-thao-nam-biti-s-hunter-neo-mau-nau-hsm016001nau
1076201042,Giày Thể Thao Nữ Biti's Hunter Neo Màu Rêu HSW016001REU,820000,HUNTER,Giày Thể Thao,"Giày nữ,Giày dép nữ,Hunter,Giày Hunter,Hunter Neo,new,26AU,NỮ,Giày dép Hunter,spnoibat,Huntersneakernu,Hunter Street,kho:online",Available,4,https://cdn.hstatic.net/products/1000230642/hsw016001reu__3__dd1a9657d0d247b4a6eb07254cbe8d0b.jpg,https://bitis.com.vn/products/giay-the-thao-nu-biti-s-hunter-neo-mau-reu-hsw016001reu
1076201003,Giày Thể Thao Nữ Biti's Hunter Neo Màu Nâu HSW016001NAU,820000,HUNTER,Giày Thể Thao,"Giày nữ,Giày dép nữ,Giày Hunter,new,Hunter Neo,Huntersneakernu,Giày dép Hunter,26AU,spnoibat,Hunter,NỮ,Hunter Street,kho:online",Available,4,https://cdn.hstatic.net/products/1000230642/hsw016001nau__6__62049de4586142d38cf629407284456f.jpg,https://bitis.com.vn/products/giay-the-thao-nu-biti-s-hunter-neo-mau-nau-hsw016001nau
1076153876,Gấu Bông Thanh Long Béo Màu Hồng AAUH06500HOG,195000,Biti's,Khác,"26AU,kho:online,BÉ TRAI,BÉ GÁI,Phụ kiện,TRẺ EM,Phụ kiện trẻ em",Available,1,https://cdn.hstatic.net/products/1000230642/aauh06500hog__5__2ae43faeff3a4bbebefe5fe6be21e99e.jpg,https://bitis.com.vn/products/gau-bong-gau-chu-tam-gau-thanh-long-mau-hong-aauh06500hog
1076083492,Giày Thể Thao Bé Gái Biti's Cool Màu Kem BSG011000KEM,640000,Biti's,Giày Thể Thao,"BÉ GÁI,Giày trẻ em,Giày dép trẻ em,26AU,kho:online,spnoibat,TRẺ EM,new,Giày dép,Giày,Cool",Available,9,https://cdn.hstatic.net/products/1000230642/bsg011000kem__3__02dedfd28643415687b3e8941e856920.jpg,https://bitis.com.vn/products/giay-the-thao-be-gai-biti-s-cool-mau-kem-bsg011000kem
1076083464,Giày Thể Thao Bé Gái Biti's Cool Màu Hồng BSG011000HOG,640000,Biti's,Giày Thể Thao,"kho:online,Giày trẻ em,26AU,Giày,new,spnoibat,BÉ GÁI,Cool,Giày dép,TRẺ EM,Giày dép trẻ em",Available,9,https://cdn.hstatic.net/products/1000230642/bsg011000hog__1__2d931d73598e484f8d9c810dfaf78931.jpg,https://bitis.com.vn/products/giay-the-thao-be-gai-biti-s-cool-mau-hong-bsg011000hog
1076082569,Giày Thể Thao Bé Gái Biti's Cool Màu Kem Lợt BSG009900KEL,585000,Biti's,Giày Thể Thao,"new,Giày trẻ em,26AU,BÉ GÁI,kho:online,Giày dép trẻ em,TRẺ EM,Cool,spnoibat",Available,6,https://cdn.hstatic.net/products/1000230642/bsg009900kel__2__8368d120b8474798abb54b058919d659.jpg,https://bitis.com.vn/products/giay-the-thao-be-gai-biti-s-cool-mau-kem-lot-bsg009900kel
1076082507,Giày Thể Thao Bé Gái Biti's Cool Màu Hồng BSG009900HOG,585000,Biti's,Giày Thể Thao,"spnoibat,kho:online,new,Giày trẻ em,Giày dép trẻ em,TRẺ EM,26AU,Cool,BÉ GÁI",Available,6,https://cdn.hstatic.net/products/1000230642/bsg009900hog__2__9e1325b88d06409eb1ad247334d38178.jpg,https://bitis.com.vn/products/giay-the-thao-be-gai-biti-s-cool-mau-hong-bsg009900hog
1076081968,Giày Thể Thao Bé Trai Biti's Cool Màu Xanh Nhớt BSB011800XNH,625000,Biti's,Giày Thể Thao,"kho:online,Giày dép trẻ em,26AU,Giày trẻ em,BÉ TRAI,Cool,TRẺ EM,new",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011800xnh__3__2c3bd393f4a14a7cb771dab13882c38d.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-cool-mau-xanh-nhot-bsb011800xnh
1076081938,Giày Thể Thao Bé Trai Biti's Cool Màu Đen Full BSB011800DEF,625000,Biti's,Giày Thể Thao,"Giày dép trẻ em,kho:online,Cool,new,TRẺ EM,Giày trẻ em,BÉ TRAI,26AU",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011800def__3__ac73f0d97bae4e4db25a34dbade5fc2a.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-cool-mau-den-full-bsb011800def
1076078742,Giày Mule Mũi Nhọn Nữ Biti's Màu Kem BPW009488KEM,495000,Biti's,Giày Thời Trang,"26AU,Giày nữ,Giày dép nữ,kho:online,new,NỮ",Available,5,https://cdn.hstatic.net/products/1000230642/bpw009488kem__6__2de63406bb914a7da9f892a0dc1c634a.jpg,https://bitis.com.vn/products/giay-mule-mui-nhon-nu-biti-s-mau-kem-bpw009488kem
1076078716,Giày Mule Mũi Nhọn Nữ Biti's Màu Đen BPW009488DEN,495000,Biti's,Giày Thời Trang,"Giày nữ,new,26AU,kho:online,NỮ,Giày dép nữ",Available,5,https://cdn.hstatic.net/products/1000230642/bpw009488den__2__4045ebe8799c42e18138549c82d6e039.jpg,https://bitis.com.vn/products/giay-mule-mui-nhon-nu-biti-s-mau-den-bpw009488den
1076078402,Móc Khóa Biti's Helio Màu Cam BAKU01100CAM,115000,Helio,Khác,"Phụ kiện,new,Phụ kiện trẻ em,TRẺ EM,BÉ TRAI,BÉ GÁI,kho:online,26AU,Helio",Available,1,https://cdn.hstatic.net/products/1000230642/baku01100cam__2__d08d0ddfbd8440aeafff6afc35ee0ebb.jpg,https://bitis.com.vn/products/moc-khoa-biti-s-helio-mau-cam-baku01100cam
1076067991,Giày Thể Thao Bé Trai Biti's Basic Màu Xanh Nhớt BSB011600XNH,555000,Biti's,Giày Thể Thao,"spnoibat,BÉ TRAI,BASIC,26AU,new,TRẺ EM,kho:online,Giày dép trẻ em,Giày trẻ em",Available,11,https://cdn.hstatic.net/products/1000230642/bsb011600xnh__2__0132e3a761c74ad7b435cc4d6a87db71.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-basic-mau-xanh-nhot-bsb011600xnh
1076064739,Giày Thể Thao Bé Trai Biti's Basic Màu Kem BSB011600KEM,555000,Biti's,Giày Thể Thao,"spnoibat,new,Giày dép trẻ em,BASIC,26AU,Giày trẻ em,TRẺ EM,BÉ TRAI,kho:online",Available,11,https://cdn.hstatic.net/products/1000230642/bsb011600kem__6__f01dc23e32b447cc80ddc1d17ba3e3c3.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-basic-mau-kem-bsb011600kem
1076063824,Giày Thể Thao Bé Trai Biti's Batman Màu Xám BSB011199XAM,560000,Biti's,Giày Thể Thao,"Batman,BÉ TRAI,26AU,TRẺ EM,Giày trẻ em,kho:online,new,spnoibat,Giày dép trẻ em",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011199xam__3__f5e231b96a874d05bdf93bf1be26c9cc.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-batman-mau-xam-bsb011199xam
1076063018,Giày Thể Thao Bé Trai Biti's Batman Màu Đen BSB011199DEN,560000,Biti's,Giày Thể Thao,"kho:online,Giày dép trẻ em,new,Batman,BÉ TRAI,spnoibat,26AU,TRẺ EM,Giày trẻ em",Available,8,https://cdn.hstatic.net/products/1000230642/bsb011199den__3__dfe4a46b72f8495f883204df28ad73c1.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-batman-mau-den-bsb011199den
1076062760,Giày Thể Thao Bé  Trai Biti's Helio Màu Xanh Dương BSB010801XDG,735000,Helio,Giày Thể Thao,"Giày Thể Thao,kho:online,26AU,Giày dép nam,Giày trẻ em,Giày,TRẺ EM,Giày dép,new,BÉ TRAI,Giày nữ,Giày dép trẻ em,spnoibat",Available,6,https://cdn.hstatic.net/products/1000230642/bsb010801xdg__1__2af80ffe2bb34d8498fd212b975eda24.jpg,https://bitis.com.vn/products/giay-the-thao-be-trai-biti-s-helio-mau-xanh-duong-bsb010801xdg
1076061391,Túi Xách Nữ Biti's Amber Màu Xám Lợt BBSW01100XAL,975000,Biti's,Túi Xách,"new,26AU,kho:online,Phụ kiện nữ,NỮ,Amber,Phụ kiện",Available,1,https://cdn.hstatic.net/products/1000230642/bbsw01100xal__2__a4bf2b12f6ac4e3496cba1625c5b4a8b.jpg,https://bitis.com.vn/products/tui-xach-nu-biti-s-amber-mau-xam-lot-bbsw01100xal
1076061137,Túi Xách Nữ Biti's Amber Màu Đen BBSW01100DEN,975000,Biti's,Túi Xách,"Amber,kho:online,Phụ kiện nữ,26AU,new,NỮ,Phụ kiện",Available,1,https://cdn.hstatic.net/products/1000230642/bbsw01100den__2__610cb5b8b90b4e30a83b0d2ae2252af4.jpg,https://bitis.com.vn/products/tui-xach-nu-biti-s-amber-mau-den-bbsw01100den
1076060858,Balo Bé Gái Biti's Vương Quốc Giày Màu Xanh Dương BBBG03000XDG,575000,Biti's,Balo Trẻ Em,"26AU,Phụ kiện trẻ em,BÉ GÁI,kho:online,TRẺ EM,Vương quốc giày,new,Phụ kiện",Available,1,https://cdn.hstatic.net/products/1000230642/bbbg03000xdg__2__151aba235a6c40f78da1b7c8fdebd475.jpg,https://bitis.com.vn/products/balo-be-gai-biti-s-vuong-quoc-giay-mau-xanh-duong-bbbg03000xdg
1076059325,Balo Bé Gái Biti's Vương Quốc Giày Màu Hồng BBBG03000HOG,575000,Biti's,Balo Trẻ Em,"Phụ kiện,new,Vương quốc giày,Phụ kiện trẻ em,BÉ GÁI,TRẺ EM,kho:online,26AU",Available,1,https://cdn.hstatic.net/products/1000230642/bbbg03000hog__2__50330399808240e58e2c0a5aff498bba.jpg,https://bitis.com.vn/products/balo-be-gai-biti-s-vuong-quoc-giay-mau-hong-bbbg03000hog
